Epoch,Train Loss,Train Accuracy,Test Loss,Test Accuracy
318,1.2596,0.5222,2.2367,0.3733
319,1.0351,0.6333,2.2068,0.4133
320,0.9628,0.6556,2.1364,0.4200
321,1.0532,0.6556,2.4272,0.3933
322,1.1229,0.5778,2.3339,0.3600
323,1.0226,0.6022,2.2713,0.3867
324,1.1640,0.5933,2.4139,0.4200
325,1.1225,0.5600,2.7739,0.3800
326,1.0103,0.5978,2.7893,0.3933
327,0.9161,0.6511,2.6779,0.4267
328,0.8846,0.6467,2.6093,0.3800
329,0.8215,0.6911,2.5675,0.4000
330,0.9035,0.6933,2.8416,0.3667
331,0.8997,0.6400,2.8718,0.3733
332,0.9047,0.6622,2.7517,0.3733
333,1.0122,0.6356,2.8010,0.4133
334,0.9435,0.6422,2.9372,0.3933
335,0.8128,0.7022,2.9185,0.4067
336,0.7819,0.7156,2.9418,0.4000
337,0.9318,0.6711,2.8441,0.4067
338,0.8415,0.6889,3.0225,0.3800
339,0.9392,0.6444,3.1329,0.3533
340,0.8843,0.6600,3.0259,0.4267
341,0.8217,0.7022,2.8999,0.3667
342,0.8352,0.6711,2.9706,0.4267
343,0.8407,0.6667,3.1560,0.3333
344,0.9599,0.6800,3.2027,0.3600
345,1.3559,0.5156,2.5709,0.2800
346,1.1373,0.5356,2.5763,0.3600
347,1.0788,0.5956,3.0312,0.3600
348,1.1872,0.6022,2.3842,0.3267
349,1.3364,0.4933,2.0822,0.2933
350,1.2876,0.4933,2.0398,0.3000
351,1.4354,0.5667,1.9832,0.3200
352,1.3892,0.4822,2.0315,0.3467
353,1.6648,0.4089,2.0815,0.3067
354,1.4998,0.4267,2.1258,0.2667
355,1.2582,0.5067,2.1547,0.2800
356,1.1013,0.5356,2.2283,0.3467
357,1.1066,0.5556,2.3429,0.3667
358,1.1732,0.5067,2.3783,0.3200
359,1.1337,0.5311,2.4390,0.3267
360,1.1206,0.5822,2.5262,0.3600
361,0.9897,0.6244,2.4806,0.3200
362,1.1121,0.5667,2.5229,0.3733
363,1.0160,0.5956,2.3419,0.4333
364,1.0232,0.6467,2.3641,0.3800
365,1.0638,0.5800,2.5631,0.3333
366,0.9826,0.5867,2.7007,0.3600
367,1.0682,0.5778,2.8099,0.3867
368,1.1160,0.5911,2.7497,0.4200
369,0.9738,0.6133,2.4958,0.4333
370,0.9368,0.6244,2.5735,0.3800
371,0.8483,0.6467,2.6718,0.4200
372,0.9279,0.6756,2.7163,0.3867
373,0.9157,0.6711,2.8068,0.4200
374,0.8389,0.6400,2.9076,0.3800
375,0.9425,0.6644,2.6914,0.4067
376,0.9305,0.6756,2.9540,0.4000
377,0.8667,0.6489,2.7819,0.4200
378,0.9999,0.6733,3.1097,0.4067
379,0.9856,0.6378,3.1448,0.3667
380,0.9866,0.6244,3.0092,0.4000
381,0.9630,0.6400,2.7520,0.3800
382,0.8734,0.6644,3.0665,0.3600
383,0.7994,0.6733,2.9532,0.3933
384,0.8085,0.6756,2.9442,0.3267
385,0.7561,0.7044,2.9220,0.4267
386,0.8439,0.7200,3.1559,0.3933
387,0.8373,0.6978,2.8604,0.3533
388,0.7715,0.7000,2.7993,0.4400
389,0.7572,0.7089,2.7916,0.3467
390,0.6819,0.7400,2.9682,0.4333
391,0.6459,0.7578,2.9118,0.4467
392,0.6213,0.7644,2.9574,0.4000
393,0.6901,0.7600,2.9933,0.4333
394,0.6826,0.7133,3.1058,0.3933
395,0.6816,0.7689,3.1148,0.3933
396,0.6705,0.7378,3.1947,0.4000
397,0.6773,0.7689,2.9012,0.4533
398,0.9639,0.6733,2.2213,0.4267
399,0.8357,0.6778,2.3891,0.3467
400,0.7374,0.6978,2.3794,0.3600
401,0.7259,0.7333,2.4567,0.3600
402,0.6878,0.7600,2.4486,0.3933
403,0.8228,0.7622,2.7607,0.4000
404,0.7376,0.7378,2.5184,0.3733
405,0.7365,0.7667,2.9535,0.4200
406,0.7871,0.7067,2.7999,0.4000
407,0.8481,0.6756,2.7546,0.3800
408,0.7564,0.7222,3.0334,0.3733
409,0.6625,0.7578,2.5561,0.4467
410,0.6475,0.7689,2.4449,0.4067
411,0.6166,0.7689,2.9034,0.4667
412,0.5770,0.7800,2.9260,0.4533
